path,species,label,label_name
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191115_052735.jpg,chanos chanos,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_055124_3.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191014_072226.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062245_1.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_064648.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191110_080616.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191113_052303.jpg,chanos chanos,1,Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_063515.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191019_061124.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191002_064122.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_055032_1.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062505_5.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_063949.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191005_071145.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063114_2.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_074717.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_054101_3.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055130.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_055431_2.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191113_052353.jpg,chanos chanos,1,Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_063002.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_072711_4.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191111_054334_1.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_064241.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061704.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191016_063625.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191019_062611.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_055541.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_064233_1.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_055518.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_054741_4.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191015_071045.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191113_052438.jpg,chanos chanos,1,Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191018_060345.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063405_1.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191015_071151.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191018_055934.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_064007_1.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191019_061245.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_055707_2.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_063942_2.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_054934_2.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191014_071930.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_065758.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_054527.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_064207_2.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191114_054521.jpg,chanos chanos,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191018_054808.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191115_063511.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_055039_2.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063952_2.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191017_064628.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191019_060250.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_062506.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191115_053251.jpg,chanos chanos,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_060949_1.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_064450.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191114_053714.jpg,chanos chanos,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_060240_1.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_055842.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191115_063917.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_062211_2.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191113_060345.jpg,nibea albiflora,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055648_7.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062131.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_060916_1.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_060119_2.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_075010_3.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_055445_4.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_055802.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191114_054053.jpg,chanos chanos,2,Not Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191114_054300.jpg,chanos chanos,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_080059.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_054053_1.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_074320_2.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_063245.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191002_063927.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_062111.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_053414_1.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055625.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063543.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191015_063724.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191019_064309.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_065355.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_061751.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191018_062002.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_072725_3.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_054101_1.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191018_055115.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191115_061229.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_064004_2.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_062348_2.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_065441.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_065041.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_053237.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_055019_4.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191016_072032.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191015_064852.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063031.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191016_063355.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_061705.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_074832.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191115_053750.jpg,chanos chanos,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_062531_2.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_054315.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191014_071359.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055611.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_064553.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_062732.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191017_065034.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191015_064531.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063405_2.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_074230_2.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_061303_6.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060438_2.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191110_080800_3.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_074333_2.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191014_070443.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191017_072039.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191114_062823.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191005_072107.jpg,chanos chanos,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_064155.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_054048.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055628_8.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_074819.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055554_6.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191016_063733.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191111_053609.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_053858.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191112_061537_4.jpg,nibea albiflora,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_061237_3.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191016_063150.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_063401.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191114_062624.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191111_054019_4.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191015_064312.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_064939.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_062131.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191112_063832_3.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191017_062137.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191113_060637_2.jpg,nibea albiflora,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191017_071809.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_061943_2.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191113_052744.jpg,chanos chanos,1,Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_053819_1.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191015_065223.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060241.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_075712.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_064113.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_075903_2.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191005_070953.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_062220_3.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060246.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_064124.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191113_060841.jpg,nibea albiflora,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060029_2.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191111_053033.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191115_063000.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063253.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191014_071541.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20190930_070641.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055734.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_063611_1.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055340.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191115_062016_1.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191111_052738.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_054712_3.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_060122.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_055132.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055518_1.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191017_063342.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191002_062944.jpg,chanos chanos,1,Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191003_063405.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191014_065424.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055937_6.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191114_060313_2.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191114_063043_2.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055522_4.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191111_054316_2.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_055756.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191112_063832_7.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_055218_1.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_080239_1.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191114_060701_1.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_075406_4.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_062051_2.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191017_063155.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191002_064813.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_061255_5.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055628_11.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055628_2.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060506_1.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_060026_1.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_061740.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191115_061049.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191015_070622.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191018_054052.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055156_1.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_064838.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_053742.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191017_070728.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_055620_2.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_062021_4.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_071428.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191016_063753.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063550.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060010_1.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_061943.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191017_062648.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_064744.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_065903.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191019_063330.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_060020_3.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191014_072418.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055353.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_055019_1.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_054527_3.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_055756.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191015_070402.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191115_063618.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_063545.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191014_072958.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_055053_3.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191016_070854.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191018_060114.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_061959_3.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_065609.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191003_064609.jpg,chanos chanos,1,Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191014_071201.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191115_055053.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061749.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_064829.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191004_064718.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_060244_2.jpg,oreochromis mossambicus,2,Not Fresh
